TITRE;GENRE;NATIONALITE;DEVIS;LANGUE;;
LEA;Fiction;France;1 072 862,00;FR/EN;;
NO ET MOI;Fiction;France;5 852 781,00;FR/EN;;
NUIT BLANCHE;Fiction;France/Belgique/Luxembourg;4 580 458,00;FR/EN;;
OISEAU (L');Fiction;France;2 230 697,00;FR/EN;;
VEINE DE VIGNERON;Fiction;Nouvelle Zelande/France;8 391 427,00;FR/EN;;
Adama;Anim;France;3,7;FR/EN;;
J'avancerai vers toi avec les yeux d'un sourd;Docu;France;0,74;FR/EN;;
J'demande pas la lune, juste quelques étoiles;Fiction;France;0,06;FR/EN;;
Peur de rien;Fiction;France;1,9;FR/EN;;
Pome dla life;Fiction;France;5,52;FR/EN;;
Repas de famille;Fiction;France;3,11;FR/EN;;
A CIEL OUVERT;Documentaire;France;334 866,00;FR/EN;;
COPACABANA;Fiction;France;3 490 181,00;FR/EN;;
JE SUIS VENU VOUS DIRE…;Documentaire;France;1 649 780,00;FR/EN;;
NOSTALGIE DE LA LUMIERE;Documentaire;France/Allemagne;612 000,00;FR/EN;;
PETITS RUISSEAUX (LES);Fiction;France;3 321 798,00;FR/EN;;
AVENTURES D'UN JEUNE PIRATE (LES);Animation;France;3 210 759,00;FR/EN;;
BANDIT (LE);Fiction;France/Liban/Belgique;1 461 338,00;FR/EN;;
BÊLEMENT DE L'AGNEAU (LE);Fiction;France/Allemagne;915 028,00;FR/EN;;
DERNIER SIGNE (LE);Fiction;Canada/France/Grande Bretagne;11 061 272,00;FR/EN;;
FURET (LE);Fiction;France;995 420,00;FR/EN;;
35 RHUMS;Fiction;France/Allemagne;3 630 921,00;FR/EN;;
9 MM;Fiction;Belgique/France;1 807 707,00;FR/EN;;
LAGERFELD CONFIDENTIEL;Documentaire;France;802 893,00;FR/EN;;
MOVEON.ORG;Documentaire;France;847 187,00;FR/EN;;
Au temps du cannibalisme;Docu;France/Af Du Sud;387 733,00;FR/EN;;
Bacurau;Fiction;Brésil/France;2 043 453,00;FR/EN;;
C'est quoi cette famille ?! (2);Fiction;France;6 354 977,00;FR/EN;;
Just kids;Fiction;France/Suisse;2 283 855,00;FR/EN;;
Mise à nue;Fiction;France;251 356,00;FR/EN;;
Out;Docu;France;200 392,00;FR/EN;;
Papy sitter;Fiction;France;5 735 053,00;FR/EN;;
Proxima;Fiction;France;6 544 487,00;FR/EN;;
Sauvages;Fiction;France;449 607,00;FR/EN;;
Un monde plus grand;Fiction;France/Belgique;3 258 547,00;FR/EN;;
Un tramway à Jérusalem;Fiction;France/Israël;707 929,00;FR/EN;;
Amin;Fiction;France;3 706 350,00;FR/EN;;
Bonheur académie;Fiction;France;178 899,00;FR/EN;;
Eva;Fiction;France/Belgique;5 245 001,00;FR/EN;;
Lady Winsley;Fiction;France/Turquie/Belgique;1 847 187,00;FR/EN;;
Latifa le cœur au combat;Docu;France;684 020,00;FR/EN;;
Petites soeurs;Fiction;France;3 542 886,00;FR/EN;;
Raoul Taburin;Fiction;France;7 972 768,00;FR/EN;;
Souffle bleu;Docu;Portugal/France/Finlande;360 114,00;FR/EN;;
Sujet libre;Fiction;Grèce/France;605 725,00;FR/EN;;
The mercy of the jungle;Fiction;Belgique/France/Allemagne;837 547,00;FR/EN;;
Trois jours à Quiberon;Fiction;Allemagne/Autriche/France;3 475 206,00;FR/EN;;
Entre les frontières;Docu;France/Israël/Suisse;474 824,00;FR/EN;;
Espèces menacées;Fiction;France/Belgique;3 596 431,00;FR/EN;;
Et derrière moi une cage vide;Fiction;France/Portugal;1 869 047,00;FR/EN;;
Menina;Fiction;France;1 219 564,00;FR/EN;;
Profession cinéaste;Docu;France;388 991,00;FR/EN;;
Sofas;Fiction;France;255 652,00;FR/EN;;
Fatima, les sentiers de l'âme;Fiction;Portugal/France;1 120 056,00;FR/EN;;
Hier;Fiction;Hongrie/France/Pays-bas;2 554 833,00;FR/EN;;
Montagne (La);Fiction;Italie/France;876 373,00;FR/EN;;
Nils;Fiction;Israël/France;524 931,00;FR/EN;;
AMAZON FOREVER;Fiction;France/Bresil;1 882 861,11;FR/EN;;
ANATOMIE DE L'ENFER;Fiction;France/Portugal;2 057 749,37;FR/EN;;
BIGUINE;Fiction;France;1 044 256,00;FR/EN;;
DANS LE ROUGE DU COUCHANT;Fiction;France/Espagne;1 181 556,00;FR/EN;;
EL CANTOR;Fiction;France;819 295,00;FR/EN;;
ETÉ DANS LA VALLÉE D'OR (L');Fiction;Bosnie/France/Grande Bretagne;1 542 852,00;FR/EN;;
FAIS-MOI REVER;Fiction;France;767 839,20;FR/EN;;
MENSONGES ET TRAHISONS ET PLUS SI AFFINITES…;Fiction;France;5 273 047,00;FR/EN;;
MONDE VIVANT (LE);Fiction;France/Belgique;401 335,00;FR/EN;;
TRIPLE AGENT;Fiction;France/Italie/Espagne/Grece;3 688 746,00;FR/EN;;
TROIS COUPLES EN QUETE D'ORAGES;Fiction;France;3 994 685,00;FR/EN;;
VA ET VIENT;Fiction;Portugal/France;1 382 929,00;FR/EN;;
AMI DE LA FAMILLE (L');Fiction;Italie/France;3 400 396,00;FR/EN;;
AVRIL;Fiction;France;1 600 000,00;FR/EN;;
BÉNÉVOLE (LE);Fiction;France;1 100 000,00;FR/EN;;
CALL ME AGOSTINO;Fiction;France;2 059 674,00;FR/EN;;
ESCALADE;Fiction;France/Espagne;1 871 679,00;FR/EN;;
FREE ZONE;Fiction;France/Israel/Belgique/Espagne;2 452 102,00;FR/EN;;
ON DIRAIT QUE…;Documentaire;France;822 117,00;FR/EN;;
SEMPRE VIVU ! QUI A DIT QUE NOUS ÉTIONS MORTS ?;Fiction;France;2 999 932,00;FR/EN;;
TAXIDERMIE;Fiction;Hongrie/Autriche/France;1 931 600,00;FR/EN;;
UN AMI PARFAIT;Fiction;France;5 537 393,00;FR/EN;;
VERS LE SUD;Fiction;France/Canada;4 000 080,00;FR/EN;;
BATAILLE DE SOLFERINO (LA);Fiction;France;842 775,00;FR/EN;;
CASSES;Documentaire;France;526 323,00;FR/EN;;
JE SUIS SUPPORTER DU STANDARD;Fiction;France/Belgique;2 077 350,00;FR/EN;;
JOSEPHINE;Fiction;France;8 954 253,00;FR/EN;;
KIDON;Fiction;France/Israel;4 175 106,00;FR/EN;;
MARIAGE A L'ANGLAISE;Fiction;Grande Bretagne/France/Allemagne;12 761 264,00;FR/EN;;
NOTRE MONDE;Documentaire;France;150 297,00;FR/EN;;
POST TENEBRAS LUX;Fiction;Mexique/France;1 577 500,00;FR/EN;;
RZ 2;Fiction;France;3 945 796,00;FR/EN;;
SUPER TRASH;Fiction;France;218 991,00;FR/EN;;
UNE PROMESSE;Fiction;France/Belgique;10 414 214,00;FR/EN;;
VOYAGE SANS RETOUR;Fiction;France;247 511,00;FR/EN;;
WEEKEND (LE);Fiction;Grande Bretagne/France;705 465,00;FR/EN;;
WINDOWS;Fiction;Espagne/France;3 000 000,00;FR/EN;;
APRES L'OCEAN;Fiction;France/Grande Bretagne;1 800 068,00;FR/EN;;
AU LARGE;Fiction;Suisse/France;1 441 310,00;FR/EN;;
CALVAIRE;Fiction;Belgique/France;1 707 646,00;FR/EN;;
CARTON (LE);Fiction;France;5 120 325,00;FR/EN;;
DE PARTICULIER À PARTICULIER;Fiction;France;1 417 851,00;FR/EN;;
DEMON DE MIDI (LE);Fiction;France;7 318 754,00;FR/EN;;
FOON;Fiction;France;1 468 299,00;FR/EN;;
ITINÉRAIRES;Fiction;France;1 914 542,00;FR/EN;;
LILI ET LE BAOBAB;Fiction;France;1 105 771,00;FR/EN;;
MOUSTACHE (LA);Fiction;France;5 140 000,00;FR/EN;;
ON THE RUMBA RIVER;Documentaire;France;319 017,00;FR/EN;;
PEDALE DURE;Fiction;France;9 898 957,00;FR/EN;;
POUPEES RUSSES (LES);Fiction;France/Grande Bretagne;10 670 520,00;FR/EN;;
SIDNEY POITIER : UN RÊVE AMÉRICAIN;Documentaire;France;700 356,00;FR/EN;;
Année prochaine (L');Fiction;Belgique/France;0,84;FR/EN;;
Dancing Arabs;Fiction;Allemagne/France/Israël;2,1;FR/EN;;
De guerre lasse;Fiction;France;3,18;FR/EN;;
Dernier Coup de marteau (Le);Fiction;France;3,65;FR/EN;;
Du sable à la poussière;Docu;France;1,11;FR/EN;;
Fièvres;Fiction;France;0,94;FR/EN;;
Graziella;Fiction;France;1;FR/EN;;
Iranien;Docu;France/Suisse;0,3;FR/EN;;
Mercuriales;Fiction;France;1,29;FR/EN;;
Orient-extrême;Fiction;France/Belgique;1,73;FR/EN;;
Salaud on t'aime;Fiction;France;8,35;FR/EN;;
Un amour;Docu;France;0,45;FR/EN;;
Vacances du petit Nicolas (Les);Fiction;France;24,48;FR/EN;;
Voie de l'ennemi (La);Fiction;France;12,72;FR/EN;;
CHAMBRE DES MORTS (LA);Fiction;France;6 113 429,00;FR/EN;;
DES POUPÉES ET DES ANGES;Fiction;France;3 015 918,00;FR/EN;;
EDEN LOG;Fiction;France;2 270 772,00;FR/EN;;
HAUTS MURS (LES);Fiction;France;2 700 000,00;FR/EN;;
HELLO GOODBYE;Fiction;France/Israel/Italie;7 460 055,00;FR/EN;;
INDIGENE D'EURASIE;Fiction;France/Lituanie/Russie;1 507 383,00;FR/EN;;
LIENS DU SANG (LES);Fiction;France;7 510 123,00;FR/EN;;
POUR ELLE;Fiction;France;7 980 776,00;FR/EN;;
POUR UN INSTANT LA LIBERTE;Fiction;Autriche/France;3 955 808,00;FR/EN;;
RACHEL;Documentaire;France/Belgique;996 852,00;FR/EN;;
SUR TA JOUE ENNEMIE;Fiction;France;2 862 000,00;FR/EN;;
TREMBLEMENTS LOINTAINS (LES);Fiction;Belgique/France;1 259 975,00;FR/EN;;
AUGUSTINE;Fiction;France;3 980 000,00;FR/EN;;
CASSOS;Fiction;France;419 809,00;FR/EN;;
GRANDPUITS & PETITES VICTOIRES;Documentaire;France;158 172,00;FR/EN;;
INDICES;Documentaire;France;124 440,00;FR/EN;;
MADAME SOLARIO;Fiction;France;1 609 681,00;FR/EN;;
MANIAC;Fiction;France;6 263 848,00;FR/EN;;
NOS PLUS BELLES VACANCES;Fiction;France;6 981 839,00;FR/EN;;
QUELQUES HEURES DE PRINTEMPS;Fiction;France;3 660 017,00;FR/EN;;
QUELQUES JOURS DE REPIT;Fiction;France;485 434,00;FR/EN;;
UN PLAN PARFAIT;Fiction;France/Belgique;26 269 541,00;FR/EN;;
BALTRINGUE (LE);Fiction;France;4 028 246,00;FR/EN;;
BEAUTIFUL VALLEY;Fiction;France/Israel;1 254 216,00;FR/EN;;
BRUIT DES GENS AUTOUR (LE );Fiction;France;2 505 236,00;FR/EN;;
CODE A CHANGÉ (LE);Fiction;France;12 012 241,00;FR/EN;;
ESPION(S);Fiction;France;7 178 224,00;FR/EN;;
MAGMA;Fiction;France;414 500,00;FR/EN;;
MARGA;Fiction;Allemagne/France;4 177 664,00;FR/EN;;
NES EN 68;Fiction;France;710 150,00;FR/EN;;
TEMPS DE LA KERMESSE EST TERMINÉ (LE);Fiction;France;3 110 061,00;FR/EN;;
THE DUCHESS;Fiction;Grande Bretagne/France/Italie;20 980 776,00;FR/EN;;
BRUIT DES GLACONS (LE);Fiction;France;7 305 478,00;FR/EN;;
FILS DU VENT (LES);Documentaire;France;813 968,00;FR/EN;;
LE HAVRE;Fiction;Finlande/France/Allemagne;3 854 804,00;FR/EN;;
MÉMOIRE DANS LA CHAIR (LA);Fiction;France;1 741 157,00;FR/EN;;
MEMORIES CORNER;Fiction;France/Canada;2 364 468,00;FR/EN;;
NOTRE PARADIS;Fiction;France;1 868 201,00;FR/EN;;
PLAYOFF;Fiction;Allemagne/Israel/France;5 290 820,00;FR/EN;;
TOUS AU LARZAC;Documentaire;France;914 435,00;FR/EN;;
CAFE DU PONT (LE);Fiction;France;4 069 036,00;FR/EN;;
DE VRAIS MENSONGES;Fiction;France;13 910 588,00;FR/EN;;
DERNIERE SAISON (COMBALIMON);Documentaire;France;251 544,00;FR/EN;;
EDUCATION D'UNE FEE (L');Fiction;Espagne/France/Portugal/Argentine;4 185 753,00;FR/EN;;
HENRY;Fiction;France;1 014 177,00;FR/EN;;
TOSCAN;Documentaire;France;833 021,00;FR/EN;;
UNE EXECUTION ORDINAIRE;Fiction;France;8 483 818,00;FR/EN;;
BLESSURE (LA);Fiction;France/Belgique;1 282 683,00;FR/EN;;
DERNIERE LEGION (LA);Fiction;Grande Bretagne/Italie/Slovaquie/France/Tunisie;46 380 416,00;FR/EN;;
J'ATTENDS QUELQU'UN;Fiction;France;3 500 000,00;FR/EN;;
PREMIER CRI (LE);Documentaire;France;2 500 285,00;FR/EN;;
UNE JOURNEE;Fiction;Suisse/France;3 051 582,00;FR/EN;;
Cessez-le-feu;Fiction;France/Belgique;7784584;FR/EN;;
Cœur en braille (Le);Fiction;France/Belgique;7435039;FR/EN;;
Money;Fiction;France;1784039;FR/EN;;
Rosalie Blum;Fiction;France;5143660;FR/EN;;
Sainte-Rita;Docu;France/Belgique;1803937;FR/EN;;
Tramontane;Fiction;Liban/France;714297;FR/EN;;
Anna;Fiction;France/Colombie;1;FR/EN;;
Antiquaire (L');Fiction;France;1;FR/EN;;
Débutants (Les);Fiction;Italie/France;3,4;FR/EN;;
Enfants rouges (Les);Fiction;France;0,07;FR/EN;;
Venus ouverte;Fiction;France;1,79;FR/EN;;
BESA;Fiction;Serbie/Slovenie/Hongrie/France;1 349 076,00;FR/EN;;
BOITE DE PANDORE (LA);Fiction;Turquie/France/Belgique/Allemagne;1 064 145,00;FR/EN;;
ENFANCE DU MAL (L');Fiction;France;1 070 000,00;FR/EN;;
FROM PARIS WITH LOVE;Fiction;France;37 841 727,00;FR/EN;;
JE NE DIS PAS NON;Fiction;France;1 533 901,00;FR/EN;;
JOUEUSE;Fiction;France/Allemagne;4 261 214,00;FR/EN;;
QU'UN SEUL TIENNE ET LES AUTRES SUIVRONT…;Fiction;France;1 950 632,00;FR/EN;;
RIEN À PERDRE;Documentaire;France;430 887,00;FR/EN;;
TRICHEUSE;Fiction;France;2 185 727,00;FR/EN;;
VILLA AMALIA;Fiction;France/Suisse;4 545 962,00;FR/EN;;
A COUP SÛR;Fiction;France;5 484 201,00;FR/EN;;
FRAISES DES BOIS (LES);Fiction;France;471 799,00;FR/EN;;
GRANDES ONDES (LES);Fiction;Suisse/France/Portugal;2 838 183,00;FR/EN;;
LA GRANDE BELLEZZA;Fiction;Italie/France;8 325 000,00;FR/EN;;
NE QUELQUE PART;Fiction;France/Maroc;5 460 691,00;FR/EN;;
PIONNIER;Fiction;Norvege/Allemagne/Suede/France;6 186 401,00;FR/EN;;
PUPPY LOVE;Fiction;Belgique/Suisse/Luxembourg/France;2 199 682,00;FR/EN;;
UNE HISTOIRE D'AMOUR;Fiction;France/Luxembourg/Belgique;6 016 196,00;FR/EN;;
AMOUR;Fiction;France/Allemagne/Autriche;8 103 205,00;FR/EN;;
CLINIQUE DE L'AMOUR (LA);Fiction;Luxembourg/France/Belgique;4 500 000,00;FR/EN;;
GRAND SOIR (LE);Fiction;France/Belgique;3 994 061,00;FR/EN;;
JE M'APPELLE BERNADETTE;Fiction;France;3 115 751,00;FR/EN;;
LIGNES DE WELLINGTON (LES);Fiction;France/Portugal;4 801 065,00;FR/EN;;
MAX;Fiction;France;6 790 724,00;FR/EN;;
R.I.F.;Fiction;France;5 593 635,00;FR/EN;;
A TRAVERS LA FORET;Fiction;France;362 723,00;FR/EN;;
ASTÉRIX ET LES VIKINGS;Animation;France;22 047 675,00;FR/EN;;
FARO LA REINE DES EAUX;Fiction;France/Canada/Burkina Faso/Mali;1 140 629,00;FR/EN;;
GRAND APPARTEMENT (LE);Fiction;France;4 716 496,00;FR/EN;;
NAPOLEON (ET MOI);Fiction;Italie/France/Espagne;7 600 000,00;FR/EN;;
SILENT HILL;Fiction;Canada/France;30 268 687,00;FR/EN;;
TRANSE;Fiction;Portugal/France/Italie;2 963 326,00;FR/EN;;
ZIDANE, UN PORTRAIT DU XXIÈME SIÈCLE;Documentaire;France/Islande;2 587 057,00;FR/EN;;
2 automnes 3 hivers;Fiction;France;0,36;FR/EN;;
Atlit;Fiction;France/Israël;2,11;FR/EN;;
Au fil d'Ariane;Fiction;France;4,1;FR/EN;;
Goal of the Dead première mi-temps;Fiction;France;1,73;FR/EN;;
Queen and country;Fiction;Irlande/Roumanie/France/Grande Bretagne;3,68;FR/EN;;
Sils Maria;Fiction;France/Allemagne/Suisse;5,1;FR/EN;;
Une rencontre;Fiction;France;13,36;FR/EN;;
ABSENCE (L');Fiction;France;198 747,00;FR/EN;;
COPIE CONFORME;Fiction;France/Italie/Belgique;3 800 273,00;FR/EN;;
DANS TES BRAS;Fiction;France;2 228 823,00;FR/EN;;
JOUR VIENDRA (LE) (ES KOMMT DER TAG);Fiction;Allemagne/France;1 504 362,00;FR/EN;;
MALETTE ROUGE (LA);Fiction;France;1 312 807,00;FR/EN;;
OPERATION 118 318 SEVICES CLIENTS;Fiction;France;1 273 790,00;FR/EN;;
SEVERN LA VOIX DE NOS ENFANTS;Documentaire;France;1 138 885,00;FR/EN;;
AMERICANO;Fiction;France;2 608 163,00;FR/EN;;
APPRENTI PÈRE NOEL (L');Animation;France/Australie;5 345 216,00;FR/EN;;
CONG BINH , LA LONGUE NUIT INDOCHINOISE;Documentaire;France;820 014,00;FR/EN;;
EN VILLE;Fiction;France;767 857,00;FR/EN;;
PASSION DE MICHELANGELO (LA);Fiction;Chili/France;828 000,00;FR/EN;;
PLANQUE (LA);Fiction;France;5 603 732,00;FR/EN;;
UNE PURE AFFAIRE;Fiction;France;3 720 200,00;FR/EN;;
BLACK;Fiction;France;3 219 166,00;FR/EN;;
DANSE, LE BALLET DE L'OPERA DE PARIS (LA);Documentaire;France;1 344 336,00;FR/EN;;
DENTS DE LA NUIT (LES);Fiction;France/Luxembourg/Belgique;5 564 532,00;FR/EN;;
PIANO SOLO;Fiction;Italie/France;4 173 316,00;FR/EN;;
PLAISIR DE CHANTER (LE);Fiction;France;1 328 168,00;FR/EN;;
Z 32;Documentaire;France/Israel;720 909,00;FR/EN;;
EQUILIBRE DE LA TERREUR (L');Fiction;France;1 018 397,00;FR/EN;;
MON PETIT DOIGT M'A DIT;Fiction;France;5 298 540,00;FR/EN;;
SOLITUDE DU VER À SOIE (LA);Fiction;France/Canada/Grande Bretagne;8 933 581,00;FR/EN;;
TEMPS QUI CHANGENT (LES);Fiction;France/Italie;5 311 813,00;FR/EN;;
UN RESTE, L'AUTRE PART (L');Fiction;France;9 964 048,00;FR/EN;;
CASABLANCA DRIVER;Fiction;France/Grande Bretagne;4 738 561,00;FR/EN;;
CAUCHEMAR DE DARWIN (LE);Documentaire;France/Belgique/Autriche;795 447,00;FR/EN;;
INCAUTOS;Fiction;Espagne/France;4 361 086,00;FR/EN;;
SAN ANTONIO;Fiction;France/Grande Bretagne/Italie;23 360 255,00;FR/EN;;
Adieu à la nuit (L');Fiction;France/Allemagne;4 335 050,00;FR/EN;;
Beaux-parents;Fiction;France;5 443 989,00;FR/EN;;
Demain je traverse;Fiction;France/Grèce/Luxembourg/Pays-bas;1 114 279,00;FR/EN;;
Femme-enfant;Fiction;France;1 218 499,00;FR/EN;;
Liberté;Fiction;France/Portugal/Espagne;1 199 986,00;FR/EN;;
Nos batailles;Fiction;Belgique/France;2 611 655,00;FR/EN;;
Perdrix;Fiction;France;2 500 000,00;FR/EN;;
Poivre et sel;Fiction;France;5 926 014,00;FR/EN;;
Revanche des crevettes pailletées (La);Fiction;France;4 500 351,00;FR/EN;;
Territoria;Fiction;France/Belgique/Armenie;1 220 425,00;FR/EN;;
Apparition (L');Fiction;France;9 137 103,00;FR/EN;;
Becassine;Fiction;France;4 357 442,00;FR/EN;;
Deux fils;Fiction;France;4 996 371,00;FR/EN;;
Girls with balls;Fiction;France;2 476 377,00;FR/EN;;
Ma Reum;Fiction;France/Belgique;6 788 080,00;FR/EN;;
Mes frères;Fiction;France;203 000,00;FR/EN;;
Où es-tu Joao Gilberto ?;Docu;Suisse/Allemagne/France;799 384,00;FR/EN;;
Plaire, baiser et courir vite;Fiction;France;3 619 816,00;FR/EN;;
Poulain (Le);Fiction;France;4 153 045,00;FR/EN;;
Sibel;Fiction;France/Allemagne/Luxembourg/Turquie;1 209 400,00;FR/EN;;
Tuche 3 (Les);Fiction;France;13 093 877,00;FR/EN;;
Carbone;Fiction;France;10 925 060,00;FR/EN;;
Dieudamné;Fiction;France;5 077,00;FR/EN;;
H4-93;Fiction;France;3 304 587,00;FR/EN;;
Il a déjà tes yeux;Fiction;France;5 904 179,00;FR/EN;;
Land;Fiction;Italie/Mexique/France/Pays-bas;1 950 051,00;FR/EN;;
Moon hôtel Kaboul;Fiction;Roumanie/France;801 701,00;FR/EN;;
The House that Jack built;Fiction;Danemark/Suède/Allemagne/France;8 743 685,00;FR/EN;;
16 DE BASSE-POINTE (LES);Documentaire;France;862 610,00;FR/EN;;
ALLEZ YALLAH !;Documentaire;France;230 470,00;FR/EN;;
ANNA M;Fiction;France;3 286 464,00;FR/EN;;
CHARLY;Fiction;France;572 687,00;FR/EN;;
DANS LA VIE;Fiction;France;1 955 797,00;FR/EN;;
DARLING;Fiction;France;3 944 575,00;FR/EN;;
DÉLICE PALOMA;Fiction;France;2 500 983,00;FR/EN;;
JE ME FAIS RARE;Fiction;France;204 786,00;FR/EN;;
MA PLACE AU SOLEIL;Fiction;France;4 267 892,00;FR/EN;;
MA VIE N'EST PAS UNE COMEDIE ROMANTIQUE;Fiction;France;3 997 369,00;FR/EN;;
SI LE VENT SOULEVE LES SABLES;Fiction;Belgique/France;3 679 779,00;FR/EN;;
TERESA DE AVILA;Fiction;Espagne/Grande Bretagne/France;7 738 358,00;FR/EN;;
TRANSYLVANIA;Fiction;France;1 949 886,00;FR/EN;;
VOYAGE DU BALLON ROUGE (LE);Fiction;France;2 601 485,00;FR/EN;;
WHATEVER LOLA WANTS;Fiction;France;9 707 559,00;FR/EN;;
(une) enfance;Fiction;France;3,93;FR/EN;;
Antocha;Fiction;France;1,1;FR/EN;;
Bang gang;Fiction;France;2,35;FR/EN;;
Challat de Tunis (Le);Docu;Tunisie/France;0,57;FR/EN;;
Gens du monde (Les);Docu;France;0,25;FR/EN;;
Lendemain (Le);Fiction;Suède/Pologne/France;1,79;FR/EN;;
Maraviglioso Boccaccio;Fiction;Italie/France;5,25;FR/EN;;
Pourquoi m'as-tu abandonné ?;Fiction;Israël/France;0,62;FR/EN;;
Route des Samouni (La);Docu;France/Italie;0,86;FR/EN;;
Sangre de mi sangre;Docu;France;0,28;FR/EN;;
Tête baissée;Fiction;France/Belgique/Bulgarie;2,05;FR/EN;;
Valentin Valentin;Fiction;France;6,42;FR/EN;;
Zouzou;Fiction;France;0,32;FR/EN;;
Ami (L');Fiction;France/Italie/Belgique;3646195;FR/EN;;
Amoureux solitaires;Fiction;France;2256500;FR/EN;;
Cendres;Docu;France;354505;FR/EN;;
Fille inconnue (la);Fiction;Belgique/France;7031914;FR/EN;;
Manuel de libération;Docu;France;357111;FR/EN;;
Mercenaire;Fiction;France;1986107;FR/EN;;
Pimpette;Fiction;France;3560527;FR/EN;;
Rosenn;Fiction;Belgique/France;4084344;FR/EN;;
Tresor (le);Fiction;Roumanie/France;1192645;FR/EN;;
Un village de Calabre;Docu;France/Suisse/Italie;377125;FR/EN;;
Walden;Fiction;France;702310;FR/EN;;
Adorables;Fiction;Belgique/France;2 919 310,00;FR/EN;;
Chambord, le cycle éternel;Docu;France;1 110 389,00;FR/EN;;
Esprit de famille (L');Fiction;France;5 220 499,00;FR/EN;;
Jusqu'ici tout va bien;Fiction;France;8 429 733,00;FR/EN;;
Les petits flocons (ex Syndrome du moniteur de ski (Le));Fiction;France;3 553 000,00;FR/EN;;
On l'appelait Roda;Docu;France;267 579,00;FR/EN;;
Regarde-moi;Fiction;Tunisie/France;501 379,00;FR/EN;;
Strahinja;Fiction;Serbie/Luxembourg/Bulgarie/France;1 199 362,00;FR/EN;;
Sur le plancher des vaches;Fiction;France;176 014,00;FR/EN;;
Un vrai bonhomme;Fiction;France;3 011 497,00;FR/EN;;
Vœux (Les);Fiction;France;3 543 663,00;FR/EN;;
Weldi;Fiction;France/Belgique/Tunisie;1 237 220,00;FR/EN;;
Celles (et ceux) qu'on n'a pas eu(es), numéro 2;Fiction;France;3 427 697,00;FR/EN;;
Deuxième étoile (La);Fiction;France;8 875 345,00;FR/EN;;
Doudou (Le);Fiction;France;6 802 986,00;FR/EN;;
Ecole buissonnière (L');Fiction;France;8 600 902,00;FR/EN;;
Estivants (Les);Fiction;France/Italie;5 387 167,00;FR/EN;;
Gun city;Fiction;Espagne/France;4 750 000,00;FR/EN;;
High life;Fiction;Allemagne/France/Grande Bretagne/Pologne;6 608 337,00;FR/EN;;
Hirondelles de Kaboul (Les);Anim;France/Luxembourg/Suisse;5 766 037,00;FR/EN;;
Madagascar 1947, passé sous silence;Docu;France/Belgique;396 660,00;FR/EN;;
Mauvaises herbes;Fiction;France;6 063 401,00;FR/EN;;
Music from the films of Abel Ferrera;Docu;France;283 898,00;FR/EN;;
Ordre des médecins (L');Fiction;France;2 798 664,00;FR/EN;;
Sans adieu;Docu;France;308 462,00;FR/EN;;
Tel Aviv on fire;Fiction;Luxembourg/Israel/France/Belgique;2 694 655,00;FR/EN;;
A la rencontre de mon père;Docu;France;313 814,00;FR/EN;;
A la sueur de ton front;Docu;France;199 656,00;FR/EN;;
Bonne Pomme;Fiction;France;5 674 290,00;FR/EN;;
Croc Blanc;Anim;France/Luxembourg;11 280 790,00;FR/EN;;
Dans les pas de Trisha Brown;Docu;France;265 346,00;FR/EN;;
Dilili à Paris;Anim;France/Allemagne/Belgique;6 660 221,00;FR/EN;;
Embrasse moi;Fiction;France;3 747 369,00;FR/EN;;
Tous les rêves du monde;Fiction;France/Portugal;2 205 696,00;FR/EN;;
Vaurien;Fiction;France;472 463,00;FR/EN;;
ALLEZ, RACONTE !;Animation;France/Luxembourg;2 868 081,00;FR/EN;;
AMER;Fiction;Belgique/France;881 782,00;FR/EN;;
BENA;Fiction;Israel/France;469 515,00;FR/EN;;
COLUCHE, L'HISTOIRE D'UN MEC;Fiction;France;9 094 959,00;FR/EN;;
CYPRIEN;Fiction;France;9 202 859,00;FR/EN;;
DIAMANT 13;Fiction;France/Belgique/Luxembourg;6 850 000,00;FR/EN;;
FIL (LE);Fiction;France/Belgique;1 518 683,00;FR/EN;;
IGOR;Animation;France;11 779 102,00;FR/EN;;
INFILTRÉ (L');Fiction;Suisse/Canada/France;2 278 454,00;FR/EN;;
LARGO WINCH;Fiction;France;24 666 993,00;FR/EN;;
LASCARS (LES);Animation;France/Allemagne;7 500 000,00;FR/EN;;
LIBERTÉ;Fiction;France;4 820 850,00;FR/EN;;
LIGNE BLANCHE (LA);Fiction;France;781 029,00;FR/EN;;
LOOKING FOR ERIC;Fiction;Grande Bretagne/France/Belgique/Italie/Espagne;6 259 794,00;FR/EN;;
MAGIQUE;Fiction;Canada/France;6 845 237,00;FR/EN;;
